career,programming_concept_percentage,communication_skills_percentage,hours_working_per_day,hackathons,coding_skills_rating,public_speaking_points,self_learning_capability,certifications,workshops,interested_subjects,interested_career_area,company_type
DevOps Engineer,89,65,7,1,8,5,9,4,2,"['DevOps', 'Cloud Computing']",['Technology'],MNC
DevOps Engineer,77,67,9,2,7,6,9,2,2,"['Cybersecurity', 'DevOps']",['Technology'],MNC
DevOps Engineer,75,73,7,2,7,4,8,3,4,"['DevOps', 'Cloud Computing', 'Cybersecurity']",['Technology'],Service
DevOps Engineer,91,73,9,1,7,6,9,2,3,"['Cloud Computing', 'Cybersecurity', 'DevOps']",['Technology'],Product
DevOps Engineer,76,75,9,1,7,4,8,4,2,['Cloud Computing'],['Technology'],MNC
DevOps Engineer,88,62,7,1,8,6,9,2,2,"['Cloud Computing', 'DevOps', 'Cybersecurity']",['Technology'],Service
DevOps Engineer,77,65,9,1,8,7,9,3,3,"['DevOps', 'Cybersecurity', 'Cloud Computing']",['Technology'],Product
DevOps Engineer,74,59,7,2,7,7,8,4,2,"['Cybersecurity', 'DevOps']",['Technology'],Service
DevOps Engineer,89,56,8,1,8,6,9,3,2,['DevOps'],['Technology'],Service
DevOps Engineer,73,78,7,1,7,4,8,3,3,"['DevOps', 'Cybersecurity', 'Cloud Computing']",['Technology'],Product
DevOps Engineer,73,56,7,1,8,5,9,2,4,['Cybersecurity'],['Technology'],Product
DevOps Engineer,68,79,9,2,8,6,8,3,4,['Cybersecurity'],['Technology'],MNC
DevOps Engineer,89,70,9,1,7,6,8,2,3,"['DevOps', 'Cybersecurity', 'Cloud Computing']",['Technology'],Product
DevOps Engineer,68,66,8,2,8,7,9,2,4,"['Cybersecurity', 'Cloud Computing', 'DevOps']",['Technology'],Product
DevOps Engineer,81,72,8,2,7,4,9,3,3,['DevOps'],['Technology'],MNC
DevOps Engineer,92,74,9,2,8,4,9,4,2,['DevOps'],['Technology'],Product
DevOps Engineer,79,65,8,1,7,7,8,3,2,"['Cybersecurity', 'DevOps', 'Cloud Computing']",['Technology'],Product
DevOps Engineer,90,77,7,1,8,5,9,2,3,['Cybersecurity'],['Technology'],Service
DevOps Engineer,85,56,8,1,8,6,9,3,2,"['Cloud Computing', 'DevOps']",['Technology'],Service
DevOps Engineer,68,71,9,2,8,4,8,4,2,['Cloud Computing'],['Technology'],Product
DevOps Engineer,87,72,8,1,7,7,8,2,4,['Cloud Computing'],['Technology'],Product
DevOps Engineer,68,66,9,1,8,5,8,3,4,"['Cybersecurity', 'Cloud Computing']",['Technology'],Product
DevOps Engineer,85,63,9,1,8,7,8,4,4,['Cloud Computing'],['Technology'],Product
DevOps Engineer,89,55,8,2,8,7,9,4,4,"['Cloud Computing', 'DevOps', 'Cybersecurity']",['Technology'],Service
DevOps Engineer,90,76,7,2,8,7,8,4,4,['Cybersecurity'],['Technology'],Service
DevOps Engineer,65,60,7,1,8,6,9,3,4,['Cloud Computing'],['Technology'],MNC
DevOps Engineer,81,72,7,2,7,6,9,2,3,['DevOps'],['Technology'],Service
DevOps Engineer,88,77,8,2,8,7,9,2,3,"['DevOps', 'Cloud Computing', 'Cybersecurity']",['Technology'],MNC
DevOps Engineer,78,60,8,2,8,5,8,2,3,"['Cybersecurity', 'Cloud Computing', 'DevOps']",['Technology'],Product
DevOps Engineer,88,67,9,1,8,7,9,3,2,['Cybersecurity'],['Technology'],Service
DevOps Engineer,79,57,8,2,8,5,9,3,4,"['Cybersecurity', 'DevOps']",['Technology'],MNC
DevOps Engineer,78,55,8,2,7,7,8,2,3,"['Cloud Computing', 'DevOps']",['Technology'],Service
DevOps Engineer,94,80,8,1,7,4,9,3,2,"['DevOps', 'Cloud Computing', 'Cybersecurity']",['Technology'],Product
DevOps Engineer,85,69,7,2,7,7,9,3,3,"['Cybersecurity', 'Cloud Computing', 'DevOps']",['Technology'],Service
DevOps Engineer,76,83,8,2,8,6,9,3,2,['Cybersecurity'],['Technology'],Product
DevOps Engineer,90,55,9,2,8,7,8,3,4,['Cybersecurity'],['Technology'],Service
Cybersecurity Analyst,65,66,6,2,6,7,8,2,5,"['Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,72,51,8,4,6,7,8,2,3,"['Cloud Computing', 'Cybersecurity', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,89,53,6,4,8,6,8,3,5,"['Cybersecurity', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,62,67,6,2,7,7,9,2,5,"['Cloud Computing', 'Cybersecurity']",['Technology'],Service
Cybersecurity Analyst,73,74,6,3,6,5,8,3,5,"['Cybersecurity', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,69,79,8,4,7,5,8,2,5,"['Blockchain', 'Cybersecurity']",['Technology'],Service
Cybersecurity Analyst,83,70,6,2,6,5,9,2,4,['Cybersecurity'],['Technology'],MNC
Cybersecurity Analyst,77,62,8,2,8,7,9,3,3,"['Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,79,61,7,2,8,5,9,3,3,['Cloud Computing'],['Technology'],Service
Cybersecurity Analyst,62,59,8,2,8,7,9,3,3,"['Cybersecurity', 'Cloud Computing', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,79,67,8,4,7,5,9,2,4,"['Cybersecurity', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,80,78,7,3,7,8,8,2,4,"['Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,79,75,7,2,7,6,9,2,4,"['Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,81,55,8,4,6,6,9,2,5,['Cloud Computing'],['Technology'],MNC
Cybersecurity Analyst,67,67,7,2,7,8,9,2,5,"['Cybersecurity', 'Cloud Computing', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,69,65,7,3,8,5,8,3,4,"['Cloud Computing', 'Cybersecurity', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,85,76,8,2,6,5,8,2,5,"['Cloud Computing', 'Cybersecurity']",['Technology'],Service
Cybersecurity Analyst,87,78,7,2,7,6,9,2,5,"['Cloud Computing', 'Blockchain', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,81,55,8,3,7,8,9,2,4,"['Cybersecurity', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,61,76,6,2,8,5,9,3,3,['Cloud Computing'],['Technology'],MNC
Cybersecurity Analyst,74,57,7,4,7,6,9,3,4,['Cybersecurity'],['Technology'],Service
Cybersecurity Analyst,82,70,8,4,6,7,9,2,5,"['Cybersecurity', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,68,50,8,4,7,8,9,2,5,"['Cloud Computing', 'Cybersecurity', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,82,73,6,4,6,8,9,3,4,"['Cybersecurity', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,85,61,6,2,7,5,9,3,4,['Blockchain'],['Technology'],Service
Cybersecurity Analyst,72,60,6,4,8,8,8,3,5,['Cybersecurity'],['Technology'],MNC
Cybersecurity Analyst,72,50,8,2,8,7,9,2,3,"['Cybersecurity', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,73,53,7,4,8,7,9,3,3,"['Cloud Computing', 'Blockchain', 'Cybersecurity']",['Technology'],Service
Cybersecurity Analyst,71,65,8,2,8,6,8,2,4,['Cloud Computing'],['Technology'],Service
Cybersecurity Analyst,86,68,6,2,7,5,8,2,5,"['Blockchain', 'Cloud Computing', 'Cybersecurity']",['Technology'],Service
Cybersecurity Analyst,66,50,6,4,7,7,8,2,4,"['Blockchain', 'Cybersecurity', 'Cloud Computing']",['Technology'],MNC
Cybersecurity Analyst,74,79,7,3,8,6,9,2,3,"['Blockchain', 'Cybersecurity', 'Cloud Computing']",['Technology'],MNC
Cybersecurity Analyst,69,78,7,3,6,5,8,3,5,"['Blockchain', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,81,71,6,4,7,6,9,3,4,"['Blockchain', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,72,70,7,3,7,8,8,3,3,['Cloud Computing'],['Technology'],MNC
Cybersecurity Analyst,75,73,7,2,7,7,9,2,4,['Cloud Computing'],['Technology'],Service
Cybersecurity Analyst,70,64,6,4,8,5,9,3,4,['Cybersecurity'],['Technology'],MNC
Cybersecurity Analyst,81,75,7,3,6,5,9,3,4,"['Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,74,50,6,2,6,6,8,2,4,"['Cloud Computing', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,69,76,8,4,6,8,8,2,5,"['Cybersecurity', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,62,76,7,4,8,6,9,2,4,['Cloud Computing'],['Technology'],MNC
Cybersecurity Analyst,69,64,7,4,7,7,8,3,5,"['Cybersecurity', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,62,75,8,3,8,8,9,3,5,['Cybersecurity'],['Technology'],Service
Cybersecurity Analyst,69,54,7,2,8,8,8,2,5,['Blockchain'],['Technology'],Service
Cybersecurity Analyst,84,53,8,2,6,6,8,2,5,"['Blockchain', 'Cybersecurity', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,66,68,7,3,6,5,8,3,5,"['Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,82,56,6,2,7,7,8,2,3,"['Blockchain', 'Cybersecurity', 'Cloud Computing']",['Technology'],MNC
Cybersecurity Analyst,75,53,7,3,8,6,8,3,3,"['Blockchain', 'Cloud Computing', 'Cybersecurity']",['Technology'],Service
Cybersecurity Analyst,70,61,8,4,7,7,9,2,5,['Blockchain'],['Technology'],MNC
Cybersecurity Analyst,71,51,8,3,6,8,8,3,3,['Cloud Computing'],['Technology'],Service
Cybersecurity Analyst,66,76,6,3,6,6,8,3,4,"['Cybersecurity', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,68,78,7,4,7,7,8,2,3,"['Cloud Computing', 'Cybersecurity', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,71,61,8,4,8,7,8,2,3,"['Cloud Computing', 'Blockchain', 'Cybersecurity']",['Technology'],Service
Cybersecurity Analyst,79,51,7,4,8,8,8,3,4,"['Blockchain', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,87,66,8,3,8,6,8,2,4,"['Cloud Computing', 'Cybersecurity', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,69,50,6,2,7,7,9,2,4,"['Cloud Computing', 'Cybersecurity']",['Technology'],Service
Cybersecurity Analyst,71,62,8,2,6,7,8,3,3,"['Cybersecurity', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,75,54,6,4,6,5,9,3,3,"['Cloud Computing', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,80,62,7,4,6,7,9,2,4,"['Cloud Computing', 'Blockchain', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,73,73,6,3,8,5,8,2,4,"['Cloud Computing', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,68,55,8,3,8,7,9,3,5,"['Blockchain', 'Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,61,78,8,3,7,6,8,3,5,"['Cloud Computing', 'Cybersecurity']",['Technology'],Service
Cybersecurity Analyst,83,76,6,4,7,8,8,2,4,"['Cloud Computing', 'Blockchain', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,66,61,8,3,7,7,9,3,4,['Cybersecurity'],['Technology'],Service
Cybersecurity Analyst,69,64,7,2,8,5,8,3,3,"['Cloud Computing', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,70,66,8,3,8,6,9,3,5,['Cybersecurity'],['Technology'],MNC
Cybersecurity Analyst,89,74,7,2,7,6,9,3,4,"['Cloud Computing', 'Cybersecurity', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,88,51,8,4,8,6,8,2,3,['Cybersecurity'],['Technology'],Service
Cybersecurity Analyst,71,61,6,2,7,7,9,3,3,['Cloud Computing'],['Technology'],MNC
Cybersecurity Analyst,85,73,8,4,7,6,8,2,3,['Cloud Computing'],['Technology'],Service
Cybersecurity Analyst,70,66,6,3,8,8,8,2,3,['Cloud Computing'],['Technology'],MNC
Cybersecurity Analyst,84,65,8,2,7,8,8,3,5,['Cloud Computing'],['Technology'],MNC
Cybersecurity Analyst,83,76,6,4,7,8,8,3,5,['Cybersecurity'],['Technology'],MNC
Cybersecurity Analyst,72,73,7,2,7,8,8,2,3,['Cybersecurity'],['Technology'],MNC
Cybersecurity Analyst,79,65,8,3,8,8,8,3,3,"['Cloud Computing', 'Cybersecurity', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,78,55,7,3,6,5,9,2,3,['Cloud Computing'],['Technology'],Service
Cybersecurity Analyst,60,62,7,4,8,8,8,3,3,['Blockchain'],['Technology'],Service
Cybersecurity Analyst,82,71,6,2,7,7,9,3,5,"['Blockchain', 'Cybersecurity', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,77,77,8,2,8,5,9,2,4,"['Cybersecurity', 'Cloud Computing', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,88,74,7,4,6,6,9,2,3,"['Cloud Computing', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,80,68,7,4,8,5,9,3,3,['Cybersecurity'],['Technology'],Service
Cybersecurity Analyst,76,63,7,4,6,8,8,2,5,['Blockchain'],['Technology'],MNC
Cybersecurity Analyst,72,65,7,2,6,8,8,3,4,"['Blockchain', 'Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,79,67,8,2,7,7,8,3,4,['Cloud Computing'],['Technology'],MNC
Cybersecurity Analyst,85,54,6,4,6,5,8,2,3,"['Cybersecurity', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,84,53,8,3,8,6,9,3,4,"['Cybersecurity', 'Cloud Computing', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,87,59,8,4,6,6,8,2,3,"['Cybersecurity', 'Cloud Computing', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,85,70,8,4,8,6,8,2,4,"['Cybersecurity', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,74,65,7,3,6,7,8,2,3,"['Cybersecurity', 'Blockchain']",['Technology'],Service
Cybersecurity Analyst,83,64,6,4,6,8,8,2,3,"['Cybersecurity', 'Cloud Computing']",['Technology'],Service
Cybersecurity Analyst,74,64,7,4,7,7,9,3,3,['Cloud Computing'],['Technology'],Service
Cybersecurity Analyst,71,60,6,3,8,7,8,2,5,"['Blockchain', 'Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,69,79,8,2,8,6,8,3,4,['Cybersecurity'],['Technology'],Service
Cybersecurity Analyst,79,53,8,2,6,8,8,3,4,['Cybersecurity'],['Technology'],Service
Cybersecurity Analyst,76,75,7,4,6,5,8,3,4,"['Blockchain', 'Cloud Computing']",['Technology'],MNC
Cybersecurity Analyst,63,62,8,2,8,7,8,3,4,"['Cybersecurity', 'Blockchain']",['Technology'],MNC
Cybersecurity Analyst,77,70,7,3,7,5,8,3,5,"['Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,70,54,8,4,8,5,9,2,3,"['Cybersecurity', 'Cloud Computing']",['Technology'],MNC
Cybersecurity Analyst,62,72,6,2,6,8,9,2,3,"['Cloud Computing', 'Cybersecurity']",['Technology'],MNC
Cybersecurity Analyst,79,70,6,3,6,8,8,2,3,"['Cybersecurity', 'Cloud Computing', 'Blockchain']",['Technology'],Service
Mobile Developer,71,70,6,1,9,6,8,2,2,['Web Development'],['Technology'],Startup
Mobile Developer,77,78,6,2,8,7,9,1,2,['Web Development'],['Technology'],Product
Mobile Developer,73,58,8,2,8,5,7,2,3,"['Game Development', 'Web Development', 'Mobile Development']",['Technology'],Product
Mobile Developer,87,73,6,2,9,6,8,1,2,"['Web Development', 'Mobile Development']",['Technology'],Product
Mobile Developer,72,62,6,1,9,5,7,1,3,['Game Development'],['Technology'],Service
Mobile Developer,73,77,7,2,8,7,7,1,2,['Web Development'],['Technology'],Service
Mobile Developer,82,54,6,3,8,4,7,1,4,"['Mobile Development', 'Game Development', 'Web Development']",['Technology'],Startup
Mobile Developer,86,51,7,3,9,7,9,1,4,['Web Development'],['Technology'],Startup
Mobile Developer,76,67,7,2,8,5,8,1,3,"['Web Development', 'Mobile Development']",['Technology'],Product
Mobile Developer,83,66,8,3,9,5,7,1,2,['Mobile Development'],['Technology'],Service
Mobile Developer,84,55,8,2,8,4,8,2,4,['Web Development'],['Technology'],Product
Mobile Developer,97,65,8,2,9,6,8,2,3,['Game Development'],['Technology'],Startup
Mobile Developer,78,68,6,2,8,4,8,1,4,"['Game Development', 'Web Development']",['Technology'],Product
Mobile Developer,75,52,9,2,8,7,9,2,3,"['Web Development', 'Mobile Development', 'Game Development']",['Technology'],Product
Mobile Developer,78,57,6,3,9,6,9,1,2,"['Mobile Development', 'Game Development']",['Technology'],Service
Mobile Developer,90,74,8,2,9,5,7,2,4,['Mobile Development'],['Technology'],Product
Mobile Developer,75,71,9,3,8,5,9,1,3,['Game Development'],['Technology'],Service
Mobile Developer,93,77,9,2,8,6,9,1,2,"['Game Development', 'Web Development', 'Mobile Development']",['Technology'],Product
Mobile Developer,94,78,9,1,9,7,9,2,3,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Service
Mobile Developer,86,56,9,2,8,6,8,1,2,"['Game Development', 'Mobile Development', 'Web Development']",['Technology'],Service
Mobile Developer,73,65,9,1,8,4,8,1,4,['Web Development'],['Technology'],Service
Mobile Developer,86,58,8,1,8,5,9,2,3,"['Game Development', 'Mobile Development']",['Technology'],Product
Mobile Developer,71,64,6,1,9,7,9,2,3,['Web Development'],['Technology'],Product
Mobile Developer,90,60,9,1,9,5,8,1,4,"['Web Development', 'Mobile Development', 'Game Development']",['Technology'],Startup
Mobile Developer,75,58,7,3,9,5,7,2,3,"['Game Development', 'Web Development']",['Technology'],Product
Mobile Developer,93,54,6,3,9,4,7,1,3,['Web Development'],['Technology'],Product
Mobile Developer,98,54,6,1,9,5,8,2,2,"['Game Development', 'Mobile Development', 'Web Development']",['Technology'],Startup
Mobile Developer,70,61,8,1,8,6,7,2,4,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Service
Mobile Developer,73,57,7,1,8,5,9,1,4,"['Mobile Development', 'Game Development']",['Technology'],Service
Mobile Developer,90,58,7,1,9,7,8,1,3,"['Web Development', 'Mobile Development']",['Technology'],Startup
Mobile Developer,76,54,9,3,9,7,9,2,4,"['Mobile Development', 'Web Development', 'Game Development']",['Technology'],Startup
Mobile Developer,78,69,6,3,9,5,9,2,3,"['Game Development', 'Mobile Development', 'Web Development']",['Technology'],Service
Mobile Developer,94,73,6,1,8,5,7,1,2,['Game Development'],['Technology'],Service
Mobile Developer,94,50,6,3,8,5,8,2,2,"['Game Development', 'Web Development']",['Technology'],Startup
Mobile Developer,92,70,9,2,9,4,7,1,3,"['Web Development', 'Game Development']",['Technology'],Product
Mobile Developer,95,62,8,1,8,4,8,2,3,"['Game Development', 'Mobile Development']",['Technology'],Startup
Mobile Developer,84,74,9,2,9,7,7,2,4,"['Mobile Development', 'Game Development', 'Web Development']",['Technology'],Product
Mobile Developer,87,51,9,3,8,5,9,2,3,"['Mobile Development', 'Web Development']",['Technology'],Service
Mobile Developer,90,77,7,2,8,4,8,1,3,"['Mobile Development', 'Game Development']",['Technology'],Product
Mobile Developer,76,67,6,1,9,7,8,2,4,['Mobile Development'],['Technology'],Service
Mobile Developer,92,63,7,3,9,6,7,2,3,"['Game Development', 'Web Development', 'Mobile Development']",['Technology'],Startup
Mobile Developer,94,68,9,1,8,7,7,2,2,"['Game Development', 'Web Development', 'Mobile Development']",['Technology'],Startup
Mobile Developer,76,69,9,2,9,6,7,2,4,['Mobile Development'],['Technology'],Product
Mobile Developer,94,76,8,1,9,7,8,2,3,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Startup
Mobile Developer,75,76,7,2,9,7,7,2,3,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Service
Mobile Developer,93,57,7,2,8,5,8,1,3,"['Mobile Development', 'Game Development', 'Web Development']",['Technology'],Product
Mobile Developer,87,67,7,1,9,6,8,2,3,"['Game Development', 'Web Development', 'Mobile Development']",['Technology'],Service
Mobile Developer,91,55,9,3,8,4,9,2,4,"['Web Development', 'Game Development']",['Technology'],Product
Mobile Developer,83,53,6,2,9,7,9,1,4,['Web Development'],['Technology'],Startup
Mobile Developer,94,67,9,1,8,6,8,2,2,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Service
Mobile Developer,78,63,6,3,9,7,9,2,4,"['Game Development', 'Mobile Development']",['Technology'],Startup
Mobile Developer,80,54,7,1,9,4,9,2,4,['Game Development'],['Technology'],Startup
Mobile Developer,83,72,9,1,8,6,8,1,2,"['Web Development', 'Game Development']",['Technology'],Service
Mobile Developer,87,75,6,2,9,7,9,1,4,"['Web Development', 'Game Development']",['Technology'],Product
Mobile Developer,97,74,6,3,8,6,8,1,2,['Game Development'],['Technology'],Product
Mobile Developer,93,63,9,1,8,7,8,1,2,['Web Development'],['Technology'],Product
Mobile Developer,88,77,9,2,9,6,7,2,3,"['Game Development', 'Web Development', 'Mobile Development']",['Technology'],Service
Mobile Developer,84,59,7,2,8,4,8,2,4,"['Mobile Development', 'Web Development', 'Game Development']",['Technology'],Product
Mobile Developer,99,68,8,1,9,6,9,1,2,"['Game Development', 'Web Development']",['Technology'],Startup
Mobile Developer,81,63,8,3,9,7,9,2,3,"['Mobile Development', 'Web Development', 'Game Development']",['Technology'],Service
Mobile Developer,91,68,7,2,8,4,9,1,4,"['Mobile Development', 'Web Development', 'Game Development']",['Technology'],Service
Mobile Developer,71,73,6,1,9,4,9,2,2,['Web Development'],['Technology'],Service
Mobile Developer,79,57,6,1,9,5,8,1,2,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Service
Mobile Developer,99,78,7,3,9,7,9,2,2,['Game Development'],['Technology'],Service
Mobile Developer,91,61,9,3,8,5,7,1,4,"['Mobile Development', 'Game Development', 'Web Development']",['Technology'],Service
Mobile Developer,95,65,7,2,8,4,8,1,4,['Game Development'],['Technology'],Startup
Mobile Developer,89,73,6,1,9,7,8,2,3,['Mobile Development'],['Technology'],Service
Mobile Developer,82,76,6,3,9,6,8,2,4,['Game Development'],['Technology'],Startup
Mobile Developer,95,75,8,2,8,4,9,2,4,"['Game Development', 'Mobile Development', 'Web Development']",['Technology'],Service
Mobile Developer,79,75,6,1,8,4,8,1,2,['Game Development'],['Technology'],Startup
Mobile Developer,70,53,6,2,8,7,7,1,2,['Mobile Development'],['Technology'],Product
Mobile Developer,98,66,8,2,8,7,7,1,4,"['Web Development', 'Mobile Development']",['Technology'],Product
Mobile Developer,81,75,7,3,8,7,7,2,4,['Web Development'],['Technology'],Product
Mobile Developer,72,58,9,1,8,4,9,2,3,"['Web Development', 'Mobile Development', 'Game Development']",['Technology'],Startup
Mobile Developer,89,77,6,3,9,6,8,2,4,"['Mobile Development', 'Game Development']",['Technology'],Startup
Mobile Developer,71,59,6,2,8,4,9,2,4,['Game Development'],['Technology'],Startup
Mobile Developer,83,63,8,3,9,5,9,2,2,"['Mobile Development', 'Game Development', 'Web Development']",['Technology'],Startup
Mobile Developer,70,54,7,1,8,5,7,2,2,['Mobile Development'],['Technology'],Service
Mobile Developer,85,66,7,3,9,7,7,2,4,"['Game Development', 'Mobile Development', 'Web Development']",['Technology'],Startup
Mobile Developer,70,69,8,2,8,7,7,1,4,['Web Development'],['Technology'],Startup
Mobile Developer,85,56,9,2,8,6,9,2,2,['Mobile Development'],['Technology'],Service
Mobile Developer,83,65,8,1,9,5,8,1,3,"['Web Development', 'Mobile Development', 'Game Development']",['Technology'],Service
Mobile Developer,83,59,9,1,9,4,7,1,2,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Startup
Mobile Developer,90,69,8,3,8,4,8,2,2,"['Web Development', 'Mobile Development', 'Game Development']",['Technology'],Startup
Mobile Developer,97,66,8,2,8,6,8,1,4,"['Web Development', 'Mobile Development', 'Game Development']",['Technology'],Service
Mobile Developer,97,66,9,1,9,5,9,1,4,"['Game Development', 'Web Development', 'Mobile Development']",['Technology'],Startup
Mobile Developer,74,55,6,1,8,7,7,2,2,['Mobile Development'],['Technology'],Service
Mobile Developer,84,53,7,1,8,4,7,2,4,['Mobile Development'],['Technology'],Startup
Mobile Developer,71,75,7,2,8,5,9,2,4,"['Web Development', 'Game Development']",['Technology'],Product
Mobile Developer,86,53,8,1,9,7,7,2,3,"['Mobile Development', 'Game Development', 'Web Development']",['Technology'],Startup
Mobile Developer,73,67,6,3,8,4,7,1,4,['Web Development'],['Technology'],Product
Mobile Developer,96,63,7,2,8,6,9,1,4,['Mobile Development'],['Technology'],Service
Mobile Developer,88,77,6,3,9,7,7,1,4,"['Game Development', 'Mobile Development']",['Technology'],Startup
Mobile Developer,93,52,7,3,9,6,8,2,2,['Game Development'],['Technology'],Service
Mobile Developer,71,75,9,1,9,5,8,1,3,"['Game Development', 'Mobile Development', 'Web Development']",['Technology'],Service
Mobile Developer,74,67,7,3,8,7,8,1,2,['Mobile Development'],['Technology'],Startup
Mobile Developer,72,54,7,1,8,5,9,2,3,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Service
Mobile Developer,72,73,9,1,8,7,8,1,4,['Game Development'],['Technology'],Product
Mobile Developer,89,73,6,2,8,7,8,2,3,['Web Development'],['Technology'],Product
Mobile Developer,75,78,7,3,8,4,8,2,4,['Web Development'],['Technology'],Startup
Game Developer,81,50,9,1,8,5,9,1,4,['Web Development'],"['Creative', 'Technology']",Product
Game Developer,80,79,9,3,9,4,7,1,4,"['Game Development', 'Web Development', 'Mobile Development']","['Technology', 'Creative']",Startup
Game Developer,82,66,10,3,9,7,8,2,4,['Game Development'],"['Technology', 'Creative']",Product
Game Developer,78,63,9,2,8,6,8,1,2,"['Game Development', 'Mobile Development', 'Web Development']","['Technology', 'Creative']",Startup
Game Developer,87,79,10,1,8,7,8,2,2,['Web Development'],['Creative'],Product
Game Developer,78,77,9,1,8,5,8,1,2,"['Game Development', 'Web Development']",['Technology'],Product
Game Developer,75,55,7,2,9,6,9,2,2,"['Game Development', 'Mobile Development']",['Creative'],Startup
Game Developer,90,72,9,3,9,5,8,2,4,['Game Development'],['Technology'],Startup
Game Developer,82,60,10,3,8,5,7,2,4,['Game Development'],"['Technology', 'Creative']",Startup
Game Developer,89,66,8,1,9,4,8,2,4,['Web Development'],['Creative'],Startup
Game Developer,78,75,10,2,8,7,8,1,2,"['Web Development', 'Mobile Development']","['Creative', 'Technology']",Startup
Game Developer,75,75,8,1,9,7,7,1,2,['Mobile Development'],"['Technology', 'Creative']",Product
Game Developer,79,70,9,2,8,5,9,1,3,"['Game Development', 'Mobile Development', 'Web Development']","['Technology', 'Creative']",Product
Game Developer,96,76,8,2,9,5,9,1,2,"['Mobile Development', 'Web Development']","['Creative', 'Technology']",Startup
Game Developer,87,65,10,3,8,4,8,1,3,"['Web Development', 'Mobile Development', 'Game Development']","['Creative', 'Technology']",Product
Game Developer,85,57,10,2,8,7,7,2,3,"['Mobile Development', 'Web Development', 'Game Development']",['Creative'],Product
Game Developer,94,64,10,1,8,7,8,1,3,"['Web Development', 'Mobile Development']",['Technology'],Startup
Game Developer,75,78,10,3,9,4,8,2,3,"['Web Development', 'Mobile Development']",['Technology'],Startup
Game Developer,98,76,9,2,9,4,8,1,4,"['Mobile Development', 'Web Development']",['Technology'],Startup
